question,answer_llm,answer_orig,document
"If two people work on one system, is that okay as long as we split it into parts with separate repos?","Yes, but only if each person’s part is a truly independent capstone project.

A shared system is acceptable only when it is clearly split into separate qualifying components, and each person has:
- their own separate part to evaluate,
- their own separate repository.

If the work cannot be evaluated independently for each participant, then it does not meet the capstone requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
What counts as an independent project for the capstone if the overall idea is shared?,"An independent project means each person’s submission can be evaluated on its own:

- it has a **separate qualifying component**
- it has a **separate repository**
- the work can be **judged independently** for that participant

So a shared overall idea is fine, but only if the system is clearly split into standalone parts for each person. If it can’t be evaluated separately, it does **not** count.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"If our work can’t be graded separately for each person, does it still meet the project rules?","No. If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Do I need to submit two capstone projects, or is one enough?","You only need to submit one project. If your first attempt fails, you can improve it and resubmit in the attempt #2 window.

If you want to submit two projects for extra experience, you can, but they must use different datasets and problem statements.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What do attempt 1 and attempt 2 mean for the capstone submission?,"Attempt 1 and attempt 2 are two submission windows for the same capstone project.

- You only need to submit **one project**.
- If your project **fails in attempt 1**, you can **improve it and resubmit** in the **attempt 2** window.
- If you **miss attempt 1**, you can still submit in **attempt 2**.
- If you want to submit **two projects**, they must use **different datasets and problem statements**.

","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first submission gets rejected, can I fix it and send it again later?","Yes — if the first attempt is rejected, you can improve it and resubmit later during the **attempt #2** submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I submit two projects just to get more practice, and if so, do they have to be different?","Yes — if you want to submit two projects for practice, they must be **different datasets and problem statements**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I miss the attempt 1 deadline, can I still join in time for attempt 2 and get certified?","Yes — if you miss the attempt 1 deadline, you can still catch up and submit during the attempt 2 window.

Just make sure you also participate in the peer review of three peers in your cohort, since that is required for certification.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Is the competition considered the capstone project, or is it separate?","The competition is separate — it does **not** count as the capstone project. The capstone is an **individual** project, though you may participate in the competition as a group if you want.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can I use the math-kaggle-llm-competition as my capstone for the course?,"No. You can participate in the **math-kaggle-llm-competition** as a group, but the **capstone project must be an individual attempt**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I join the competition with a team, does that still count as the capstone?","No. The competition does not count as the capstone, even if you join with a team. You can form teams for the competition, but the capstone itself is an individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Is the capstone supposed to be done individually, even if I participate in the competition?","Yes. The capstone is an individual attempt, even if you participate in the competition as part of a team. The competition does not count as the capstone.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Can we form teams for the competition, or is only the capstone individual?","Yes, you can form teams for the competition. The competition can be done as a group if you want to form teams, but the capstone itself is individual.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will my capstone project be graded in the course?,"Your capstone project will be graded by **three randomly assigned fellow students** who also submitted the project. Your final grade will be the **median score** of those peer reviews.

You’ll also need to **grade three other students’ projects** yourself.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who actually reviews the capstone submission after I turn it in?,Your capstone submission is reviewed by **three randomly assigned students who also submitted the project**. You’ll also need to review **three other students’ projects** yourself.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"Am I supposed to review other students’ projects too, and what happens if I don’t?","Yes. To get a certificate, you need to peer-review 3 capstone projects after you submit your own project.

If you don’t do the peer reviews, your submission won’t count toward certification.

You can only review projects after the submission deadline, when the assigned list is released.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How many peer reviews will each capstone project get?,Each capstone project will get **three peer reviews**.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What score ends up being my final project grade?,Your final project grade will be the **median score** of the grades given by the peer reviewers.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"After the capstone submission deadline, how do we get the projects we need to review and grade?","After the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will the project review assignments be sent out before or after the deadline, and what format will they come in?","The project review assignments will be sent **after the submission deadline has passed**, not before. They will come in the form of an **Excel sheet** with **3 projects assigned to each participant**.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"How many projects does each participant have to review for the capstone, and who assigns them?","Each participant has to review **3 projects** for the capstone, and the projects are **assigned after the submission deadline by an Excel sheet**. The projects are also described as being **randomly assigned** to students who have submitted their project.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Once submissions are closed, what’s the process for distributing projects for grading in the capstone?","After the submission deadline has passed, an Excel sheet will be shared, and each participant will be assigned 3 projects to evaluate.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Do we get an Excel file with the review list after the deadline, and does it give each person three projects?","Yes. After the submission deadline has passed, an Excel sheet will be shared, and it assigns 3 projects to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my project, so why am I not seeing anything to review yet?","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can’t choose which projects to review, and you can’t review anything before the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After the deadline passes, do I get to pick which projects I review, or are they assigned automatically?",They are assigned automatically after the submission deadline passes. You can’t choose which projects to review.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Can I start reviewing other capstone projects before the review list is released?,No. You can only review capstone projects after the submission deadline has passed and the peer-review list has been released.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"My submission is done, but the evaluation page is empty — is that normal until assignments go out?",I don't know.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Once the project deadline is over, how does the project review process work for students?","Once the project submission deadline has passed, projects are assigned to you for evaluation. You can’t choose which projects to review, and you can’t review them before the list is released.

Each submitted project is reviewed by three randomly assigned students who also submitted projects, and you’ll also need to grade three fellow students’ projects yourself. The final grade is the median of the peer-review scores.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone project?,"Please check this GitHub page for project ideas, datasets, tips, and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with examples of datasets I can use for the final project?,"Yes — please check the [project page on GitHub](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md). It includes several ideas and datasets you can use for the final/capstone project, along with tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s a good place to start if I need inspiration for the project topic?,"A good place to start is the **GitHub page with project ideas and datasets**:

- https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

You can also look at **previous projects** to get a sense of scope and inspiration:

- https://courses.datatalks.club/llm-zoomcamp-2024/projects
- https://courses.datatalks.club/llm-zoomcamp-2025/projects

If you want feedback on a specific idea, you can ask in Slack.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do you have a link with ideas, datasets, and guidelines for the capstone?","Yes — please check this GitHub page for ideas, datasets, tips, and guidelines for the capstone:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Where can I find tips on choosing a dataset for the project?,"Please check this GitHub page for several ideas and datasets that could be used for the project, along with tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project ingestion part, or is plain Python enough?","No — for the capstone ingestion part, plain Python is enough for full points on the ingestion-pipeline criterion.

A Jupyter notebook with the same steps is also acceptable, but it’s worth 1 point instead of 2.

Use Airflow, Mage, Kestra, or any orchestrator only if it actually makes sense for your project, not just to satisfy the rubric.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion pipeline in a Jupyter notebook, will that still count for full credit?","No. A Jupyter notebook with the same ingestion steps is worth **1 point instead of 2**. For **full credit** on the ingestion-pipeline criterion, use a **plain Python script** that ingests and indexes your data.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How many points do I get if I do the data ingestion steps in a notebook instead of a Python script?,A Jupyter notebook with the data ingestion steps is worth **1 point** instead of **2 points** for the ingestion pipeline criterion.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When would it make sense to use an orchestrator in the capstone project instead of just writing a script?,"It would make sense to use an orchestrator only if it actually fits your project, such as when you need **recurring ingestion** of a data feed that updates daily.

Otherwise, for the capstone, a **plain Python script** that ingests and indexes your data is enough. Don’t add an orchestrator just to try to score the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I add an orchestration tool just to satisfy the project rubric, or only if my use case really needs it?","Only if your use case really needs it. For the capstone, you do **not** need an orchestration tool just to satisfy the rubric—a plain Python script that ingests and indexes your data is enough for full points on the ingestion pipeline criterion. Use an orchestrator only when it actually makes sense for your project, such as recurring daily ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG when I don’t have clear ground-truth answers?,"If you don’t have clear ground-truth answers, use one of these two approaches:

1. **Synthetic ground truth**
   - For each item in your dataset, prompt an LLM with the item’s description.
   - Ask it to generate about 5 user queries that should return that item as the top result.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample queries and run the full RAG pipeline.
   - Ask an LLM to rate the output for **relevance/usefulness** using a fixed rubric, such as a 1–5 scale.

For recommender-style problems, **NDCG is often a better fit than hit rate** because it rewards good items ranked higher, even when multiple items could be acceptable.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic test queries for item retrieval in a RAG system?,"A good way is to use **synthetic ground truth**:

- For each item in your dataset, prompt an LLM with the item’s description.
- Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
- Then run those queries through your retrieval system and evaluate with metrics like **hit rate**, **MRR**, or **NDCG**.

For ranking-style retrieval, **NDCG** is often a better fit than hit rate because it rewards putting good items near the top, not just first.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Can I use an LLM to judge the output quality of my recommender RAG end to end?,"Yes — you can use an LLM as a judge to evaluate your recommender RAG end to end.

A good approach is to:
- sample user queries,
- run the full RAG pipeline,
- have an LLM rate the output on a fixed rubric, such as relevance/usefulness on a 1–5 scale,
- and specify the criteria clearly in the prompt.

The context also suggests using this alongside synthetic ground truth and ranking metrics like NDCG, since for recommender-style RAGs there may not be a single obvious correct answer.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking tasks with multiple acceptable items, should I use hit rate or something like NDCG?","Use **NDCG** for ranking tasks with multiple acceptable items.

From the context: **NDCG is often a better fit than hit rate for ranking-style problems where multiple items are acceptable answers**, because it rewards getting good items higher in the list, not just whether one acceptable item appears at the top.

If you want, you can also report **hit rate** alongside it, but for ranking quality **NDCG is the better primary metric**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How would I measure retrieval quality if I ask an LLM to generate queries that should match each item?,"Use the generated queries as synthetic ground truth and measure retrieval ranking metrics.

A good approach is:

1. For each item, ask the LLM to generate about 5 queries that should return that item as the top result.
2. Run those queries through your retriever.
3. Measure quality with:
   - hit rate
   - MRR
   - NDCG

If you care about ranking quality with multiple acceptable items, **NDCG** is often better than hit rate because it rewards relevant items appearing higher in the list, not just whether the top result is correct.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s the best way to chunk a big PDF corpus with lots of long paragraphs?,"Don’t try to find the perfect chunker upfront — iterate.

A good starting strategy for a big PDF corpus with long paragraphs is:

- **Start with fixed-size chunks** of about **1000 tokens** with **some overlap**
- **Run a small ground-truth eval**
- Then try **smarter chunking**:
  - use an LLM to split each document into **logical sections**
  - index each section
- Optionally add a **short LLM-generated summary per chunk** and index that too
- For long structured docs like **legal or financial PDFs**, use **hybrid search**:
  - **BM25 + dense embeddings**
  - this helps preserve exact wording as well as semantic matching

Also, for PDFs, it helps to first convert them to clean markdown using tools like:

- `pymupdf4llm`
- **Docling**
- **GROBID** for academic papers

After each change, **re-run the eval** and optimize for **hit rate / MRR** on your ground-truth set.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I try to build the perfect chunking strategy first, or is it better to start with something basic and test it?","Start with something basic and test it. Don’t try to build the perfect chunking strategy upfront — iterate.

A good approach is:
1. Use simple fixed-size chunks first, around 1000 tokens with some overlap.
2. Run a small ground-truth evaluation.
3. Try smarter chunking or summaries if needed.
4. Re-run the eval after each change.

The goal is measurable improvement in hit rate or MRR, not a perfect chunker in the abstract.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
How do I split documents into sections in a smarter way than just fixed-size chunks?,"A smarter approach is to **split documents into logical sections instead of fixed-size chunks**.

From the course guidance:

- Start with simple fixed-size chunks if needed.
- Then try **smart chunking**: **ask an LLM to split each document into logical sections**, and **index each section**.
- For long, structured documents, you can also **add a short LLM-generated summary per chunk** and index that too.
- Use **cleaned, structured input** first so the chunking preserves useful context like titles and section names.

So the idea is: **chunk by document structure and meaning, not just token count**.

If you want, I can also suggest a practical workflow for doing this with PDFs or markdown.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it useful to generate a short summary for each chunk before indexing it?,"Yes — it can be useful.

The context says you can **add a short LLM-generated summary per chunk and index it alongside the chunk, or use it to boost retrieval**. This is suggested as part of iterating on your chunking strategy.

","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For legal or financial docs, should I use hybrid search instead of only dense embeddings?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For the capstone project, what does reproducibility actually mean — do I need to give reviewers my API keys?","No — **do not share your API keys**.

For reproducibility, a reviewer should be able to:

- clone your repo,
- follow your README,
- and recreate the system **with their own credentials**.

What to include instead:

- a script or notebook that ingests the dataset and rebuilds the index locally,
- a `.env.example` file with variable names only, no secret values,
- keep your real `.env` out of git,
- pin dependency versions and document the Python version.

So reproducibility means **someone else can run your project from scratch**, not that you provide them with your keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I set up my repo so someone can clone it and rebuild the search index from scratch?,"Set it up so a reviewer can **clone the repo and rebuild everything from scratch** using your README.

Specifically:

- Include a script or notebook that **ingests the dataset and rebuilds the search index locally**.
- Do **not** require your API keys in the repo.
- Add a `.env.example` with only the variable names, and keep real `.env` files in `.gitignore`.
- Pin your dependencies and document the Python version.

In short: the repo should be reproducible from code and data, not from your personal credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
